method,ARI,AMI,FMI,unlabeled_pctg,cluster_num,pred_type_max_pctg,supervised,dataset,complexity,entropy,seq_depth_med,seq_depth_IQR,cell_types,cell_type_max_pctg,sparsity,sample_num,gene_num,quantile,assigned
liger...50,0.5819283429408668,0.6421332788259912,0.7071654852002515,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,TRUE
seurat...51,0.5939347356493649,0.6371290898362711,0.6721128781192826,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,FALSE
tscan...52,0.32787268787117535,0.4637579826521203,0.44897194013058533,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,FALSE
sc3...53,0.772144262023541,0.778719546327589,0.8168009716368103,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,FALSE
liger...54,0.3001715236021222,0.4418449740298712,0.49764559957353793,NA,NA,NA,FALSE,Muraro_pancreas,0.5564127861613686,1.632560737479132,2.7133750455784016,1.317259580602684,7,0.39869281045751637,0.7900575759524704,612,18902,0.3,FALSE
seurat...55,0.5236815497397802,0.6130429206813445,0.6686112848631748,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
tscan...56,0.5176519748635936,0.5211162659160696,0.6612317931557888,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
sc3...57,0.651506586094628,0.6937425496583617,0.7619675931857189,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
liger...58,0.7377411933827009,0.6562611192842595,0.8216357032632683,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,NA
seurat...59,0.5493747822107441,0.643038554875565,0.716205980346815,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
tscan...60,0.5864287104713373,0.5547145639774679,0.7411969076043994,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
sc3...61,0.6169236625810869,0.7201612307817213,0.7626760235144504,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
liger...62,0.7743732673066079,0.668537005875687,0.864443932219388,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,TRUE
seurat...63,0.4870368737073933,0.5949390477077198,0.6052246544610433,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
tscan...64,0.3721529675911881,0.4826164978773608,0.5122526565162749,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
sc3...65,0.7156463486293233,0.6849909809466357,0.7855895654549507,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
liger...66,0.6457754734543117,0.6459645283157258,0.7315318655034236,NA,NA,NA,FALSE,Muraro_pancreas,0.6574251195821748,1.3106269939064874,10.383942590495,5.680054998850768,7,0.49019607843137253,0.6584198822547395,612,18902,0.7,FALSE
